category,id,date,location,total_sale,nooflots,lot,title,descr,measures,empty,estimated,realized
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 139,A GILT CARVED WOOD AND IVORY FIGURE OF SAINT FRANCIS,"HISPANO PHILLIPINE, 18TH CENTURY AND LATER",20 cm. high ,,estimate €400 - €600($528 - $792) ,"price realized €1,125  ($1,489)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 140,A PARCEL-GILT POLYCHROME CARVED WOOD FIGURE OF THE CHRIST CHILD,"SPANISH, 17TH OR 18TH CENTURY",35.5 cm. high ,,"estimate €800 - €1,200($1,056 - $1,583) ","price realized €938  ($1,241)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 141,A POLYCHROME CARVED WOOD GROUP OF THE VIRGIN AND CHILD 'SEDES SAPIENTIAE',"WESTERN EUROPE, POSSIBLY 14TH CENTURY",36.5 cm. high ,,estimate €500 - €700($660 - $924) ,"price realized €5,000  ($6,617)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 142,A PARCEL-GILT POLYCHROME CARVED WOOD FIGURE OF ST ANTONY ABBOT,"SPAIN, 17TH CENTURY",64 cm. high ,,"estimate €600 - €800($792 - $1,056) ","price realized €1,500  ($1,985)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 143,A COLLECTION OF FIVE VARIOUS SPANISH BRONZE MORTARS,16TH CENTURY AND LATER,8.5 to 10 cm. high 	 (5),,"estimate €1,500 - €2,000($1,979 - $2,639) ","price realized €2,000  ($2,647)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 144,A COLLECTION OF FIVE VARIOUS SPANISH BRONZE MORTARS,16TH CENTURY AND LATER,7 to 9.5 cm. high 	 (5),,"estimate €1,500 - €2,000($1,979 - $2,639) ","price realized €1,750  ($2,316)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 147,Three various Spanish gilt and polychrome-embossed leather fragments,PROBABLY 17TH CENTURY,"32 cm. high x 44, 47 and 48 cm. wide 	 (3)",,estimate €200 - €300($264 - $396) ,price realized €250  ($331)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 148,A PARCEL-GILT POLYCHROME CARVED WOOD RELIEF OF CHRIST,"SPANISH, 17TH CENTURY",35 cm. high x 34 cm. wide ,,"estimate €700 - €900($924 - $1,188) ","price realized €2,125  ($2,812)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 149,A CIRCULAR BRONZE MORTAR,"16TH CENTURY, POSSIBLY SPANISH",16 cm. diam. ,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €1,188  ($1,572)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 150,AN IRON-MOUNTED STAINED WOOD STIRRUP,18TH CENTURY,19 cm. high ,,estimate €200 - €300($264 - $396) ,price realized €375  ($496)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 151,A POLYCHROME PLASTER RELIEF OF THE HEAD OF CHRIST,"PROBABLY ITALIAN, LATE 19TH OR EARLY 20TH CENTURY",31 x 31.5 cm. overall ,,estimate €300 - €500($396 - $660) ,"price realized €938  ($1,241)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 153,A POLYCHROME CARVED WOOD FIGURE OF THE VIRGIN,"PROBABLY NAPLES, CIRCA 1800",42 cm. high ,,estimate €400 - €600($528 - $792) ,"price realized €1,063  ($1,406)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 154,A PARCEL-GILT POLYCHROME CARVED WOOD GROUP OF ST ANTHONY ABBOT,"SPANISH, 18TH CENTURY",67 cm. high ,,"estimate €1,500 - €2,000($1,979 - $2,639) ","price realized €1,875  ($2,481)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 157,A PARCEL GILT CARVED WOOD FIGURE OF A SOLDIER SAINT,"PROBABLY ITALIAN, EARLY 19TH CENTURY",95 cm. high overall ,,"estimate €500 - €800($660 - $1,056) ","price realized €1,375  ($1,820)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 158,A PARCEL-GILT CARVED WOOD FIGURE OF ST MICHAEL,"AUSTRIA, 19TH CENTURY",85.8 cm. high ,,estimate €400 - €600($528 - $792) ,"price realized €1,375  ($1,820)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 159,A POLYCHROME DECORATED FULLY RIGGED AND DETAILED WOODEN MODEL OF A SHIP OF THE...,20TH CENTURY,110 cm. long; 110 cm. high ,,"estimate €600 - €800($792 - $1,056) ","price realized €938  ($1,241)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 160,A POLYCHROME DECORATED WOODEN MODEL OF A THREE MASTED VESSEL 'LA LICORNE',20TH CENTURY,59 cm. long ,,estimate €200 - €300($264 - $396) ,"price realized €1,063  ($1,406)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 161,A POLYCHROME DECORATED WOODEN MODEL OF A THREEMASTED VESSEL,20TH CENTURY,90 cm. long ,,estimate €200 - €300($264 - $396) ,"price realized €938  ($1,241)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 166,A BRASS NOZZLE CANDLESTICK,"DUTCH COLONIAL, LATE 18TH/EARLY 19TH CENTURY",44.5 cm. high ,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €813  ($1,088)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 167,A COPPER WINE COOLER,"ITALIAN OR SOUTH GERMAN, 17TH CENTURY",17.5 cm. high x 45 cm. diam. ,,"estimate €1,200 - €1,800($1,583 - $2,375) ","price realized €1,625  ($2,151)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 168,A BRASS ALMS DISH,"PROBABLY NUREMBERG, 17TH CENTURY",48 cm. diam. ,,"estimate €500 - €800($660 - $1,056) ",price realized €688  ($910)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 169,"A GERMAN IRON-MOUNTED OAK CHEST \""STOLLENTRUHE\""","BASICALLY 15TH CENTURY, THE METALWORK LATER",40 cm. high x 173 cm. wide x 50 cm. deep ,,"estimate €6,000 - €8,000($7,917 - $10,556) ","price realized €7,500  ($9,926)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 170,A DUTCH OAK CUPBOARD,"BASICALLY  FIRST HALF 17TH CENTURY, THE APPLIED DECORATIVE ELEMENTS PROBABLY",203 cm. high x 126 cm. wide x 64.5 cm. deep ,,"estimate €600 - €800($792 - $1,056) ","price realized €1,063  ($1,406)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 171,A NORTH EUROPEAN OAK REFECTORY TABLE,"19TH CENTURY, INCORPORATING EARLIER ELEMENTS",74 cm. high x 310 cm. wide x 95 cm. deep ,,"estimate €6,000 - €8,000($7,917 - $10,556) ","price realized €7,500  ($9,926)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 172,A SILVER AND MOTHER-OF-PEARL SNUFF-BOX,19TH CENTURY,3.5 cm. high x 12 cm. wide x 9. 5 cm. deep ,,"estimate €2,000 - €3,000($2,639 - $3,958) ","price realized €2,500  ($3,309)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 173,A DUTCH ENGRAVED OSTRICH SHELL DEPICTING WHALING SCENES,18TH OR 19TH CENTURY,15 cm. high ,,"estimate €1,000 - €2,000($1,319 - $2,639) ","price realized €3,250  ($4,301)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 174 A,A NORTH EUROPEAN WROUGHT IRON ANCHOR,18TH OR 19TH CENTURY,62 cm. long ,,estimate €100 - €200($132 - $264) ,price realized €625  ($827)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 175,A bronze figure of Michiel de Ruyter,"REDUCTION CAST BY LURASCO, AMSTERDAM AFTER A MODEL BY LOUIS ROYER (FLEMISH,",86 cm. high ,,"estimate €6,000 - €8,000($7,917 - $10,556) ","price realized €10,625  ($14,062)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 176,A PAIR OF LEADED STAINED GLASS WINDOW PANELS,"16TH CENTURY, PROBABLY SWISS",60 x 38 cm. set in a larger modern frame: 148 x 68 cm. overall 	 (2),,"estimate €3,000 - €5,000($3,958 - $6,597) ","price realized €3,500  ($4,632)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 178,TWO LEADED STAINED GLASS WINDOWS,"LATE 19TH CENTURY, NORTH EUROPEAN",67 x 49 cm. set in a modern frame: 161 x 86 cm. overall 	 (2),,"estimate €600 - €900($792 - $1,188) ",price realized €563  ($744)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 179,A NORTH EUROPEAN STAINED GLASS PANEL DEPICTING A BATTLE SCENE,16TH CENTURY-STYLE,99 cm. high x 61 cm. wide ,,estimate €300 - €500($396 - $660) ,"price realized €1,375  ($1,820)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 181 A,"A COLOUR LITHOGRAPH DEPICTING THE DUTCH RAID ON THE MEDWAY, CHATHAM 1667","AFTER P.J. SCHOTEL, MID 19TH CENTURY",33.5 x 43.5 cm. (P) ,,estimate €100 - €150($132 - $198) ,price realized €500  ($662)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 183,A PAIR OF GILTWOOD WALL APPLIQUES,"EARLY 18TH CENTURY, ITALIAN OR SPANISH",53 cm. high 	 (2),,"estimate €4,000 - €6,000($5,278 - $7,917) ","price realized €4,000  ($5,294)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 184,A CARVED GILTWOOD ALTAR,"SPANISH OR ITALIAN, MID 18TH CENTURY, ASSEMBLED",75 cm. high x 45 cm. wide ,,"estimate €500 - €800($660 - $1,056) ","price realized €1,063  ($1,406)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 186,A GERMAN BRASS ALMS DISH,16TH CENTURY,47 cm. diam. ,,"estimate €1,500 - €2,000($1,979 - $2,639) ","price realized €3,250  ($4,301)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 187,A DUTCH OAK CHEST,19TH CENTURY INCORPORATING EARLIER ELEMENTS,72 cm. high x 107 cm. wide x 51 cm. deep ,,"estimate €600 - €800($792 - $1,056) ",price realized €750  ($993)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 188,A PAIR OF NORTH EUROPEAN WROUGHT-IRON ORNAMENTS,20TH CENTURY,133 cm. high x 27 cm. wide 	 (2),,estimate €200 - €400($264 - $528) ,price realized €138  ($182)
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 190,AN ITALIAN REPOUSSÉ COPPER PROCESSION LANTERN,19TH CENTURY,204 cm. high (overall); the lantern 85 cm. high ,,"estimate €800 - €1,200($1,056 - $1,583) ","price realized €1,000  ($1,323)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 191,A PAIR OF GILT-METAL LANTERNS,19TH CENTURY,65 cm. high 	 (2),,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €1,500  ($1,985)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 193,AN ITALIAN GILTWOOD MIRROR,20TH CENTURY,141 cm. high x 77 cm. wide ,,estimate €400 - €600($528 - $792) ,"price realized €775  ($1,026)"
Twenty rooms: The private collection of the late Mrs Elias-Vaes,Auction                2857,"27 April 2010 - 29 April 2010,                    Amsterdam","27 April 2010 - 29 April 2010,                    Amsterdam","SALE TOTAL: 3,124,075 (EUR)",1128 Lotsfor Sale 2857,Lot 195,A FRENCH GILTWOOD CONFIDENT,"OF LOUIS XV STYLE, 19TH CENTURY",132 cm. wide ,,"estimate €1,000 - €1,500($1,319 - $1,979) ","price realized €3,000  ($3,970)"
